lat,lon,alt,time
52.312477,4.779424,763.94965,0.0
52.311104,4.779557,828.65564,0.98474336
52.30997,4.779857,744.55865,1.9854339
52.310215,4.7787156,814.091,2.9544435
52.309464,4.7781596,874.78546,3.9658396
52.30932,4.779699,882.9538,4.981883
52.30857,4.7800193,891.35864,5.998433
52.307957,4.7805367,924.90686,6.9869213
52.307323,4.7802033,937.0396,7.9158726
52.30696,4.7803397,938.9412,8.837969
52.30622,4.7798796,963.55054,9.774714
52.30586,4.7801175,918.6785,10.719724
52.305527,4.780365,880.9097,11.701936
52.304707,4.780021,878.3404,12.710342
52.30417,4.781276,872.4759,13.681023
52.303646,4.7812257,928.2374,14.732659
52.302734,4.7823987,946.5524,15.703419
52.30233,4.7823505,972.11176,16.695715
52.301697,4.782808,958.4058,17.642036
52.300972,4.7820234,939.1684,18.595694
52.300785,4.782554,988.298,19.584713
52.30019,4.782655,1093.8398,20.553715
52.299614,4.783011,1162.3127,21.524767
52.29885,4.782864,1129.001,22.426105
52.298843,4.7835956,1130.011,23.450739
52.297977,4.7843103,1190.2004,24.38807
52.29724,4.784489,1201.7239,25.304144
52.2972,4.7850037,1236.4537,26.229204
52.296543,4.78566,1200.9718,27.178724
52.296,4.785888,1228.2455,28.143936
52.295727,4.785704,1262.4106,29.192232
52.295177,4.7858715,1272.4299,30.20848
52.29489,4.7863684,1303.6006,31.128702
52.294266,4.786628,1316.0188,32.089104
52.29346,4.786827,1352.1914,33.035473
52.292873,4.787678,1347.0928,34.00177
52.292255,4.7878323,1371.0344,34.942017
52.291805,4.7879963,1405.5648,35.936703
52.291294,4.788356,1500.9738,37.010952
52.29068,4.789117,1558.8411,37.94715
52.28975,4.7897964,1585.441,38.85922
52.28942,4.7908754,1617.4113,39.95154
52.288784,4.7911534,1670.6572,40.91751
52.28805,4.792602,1696.4714,41.994617
52.28771,4.7928586,1684.6134,43.060894
52.287308,4.7932415,1679.5009,44.080536
52.286636,4.794165,1699.6654,45.058025
52.286148,4.795491,1721.0853,46.018497
52.2855,4.7961774,1757.3254,46.980423
52.284943,4.796727,1805.1167,47.995857
52.28456,4.797522,1795.4473,48.976517
52.283855,4.797823,1838.209,49.971336
52.283417,4.7986507,1833.8362,50.91898
52.282726,4.800245,1849.7385,52.003372
52.28215,4.8003817,1865.3584,53.01358
52.281445,4.802085,1869.1632,54.048656
52.28079,4.8027143,1902.3828,54.99247
52.2803,4.803811,1930.3088,55.92342
52.280212,4.805191,1984.1733,56.978317
52.279533,4.8059883,2006.4467,57.89007
52.279396,4.8080063,2024.1323,58.94188
52.278843,4.8089185,2044.5531,59.94342
52.278263,4.8103743,2079.8186,60.80385
52.27769,4.8122377,2108.9834,61.787285
52.277428,4.8133435,2135.0999,62.815037
52.276966,4.8137107,2159.069,63.79254
52.276752,4.815369,2186.3445,64.6639
52.276382,4.8167095,2194.8657,65.51833
52.27635,4.818446,2258.5576,66.487045
52.275776,4.818938,2256.7312,67.42338
52.275517,4.8208385,2331.6826,68.32824
52.275166,4.822867,2384.1733,69.32178
52.27479,4.8243003,2419.4895,70.170006
52.274532,4.8260307,2512.8267,71.12746
52.274426,4.8270183,2506.7993,72.03454
52.2744,4.8284664,2504.6064,73.02468
52.273796,4.829745,2541.4683,73.95191
52.273666,4.8313003,2573.197,74.95506
52.273533,4.8330154,2607.947,75.93274
52.273186,4.8345094,2674.1006,76.823265
52.27299,4.837055,2727.626,77.79309
52.27291,4.838729,2804.2708,78.76614
52.272747,4.840641,2837.3577,79.716354
52.272785,4.842257,2853.0776,80.61182
52.27248,4.8443093,2885.0222,81.40448
52.27243,4.846248,2895.6985,82.41541
52.272343,4.847813,2903.8245,83.43834
52.272236,4.8499146,2870.3418,84.494774
52.271885,4.852356,2829.9026,85.42333
52.271824,4.854514,2882.946,86.43531
52.271805,4.8560934,2939.9475,87.30009
52.271793,4.8582096,2971.1184,88.24851
52.27169,4.8591466,3025.7605,89.16713
52.271442,4.8618793,3077.2534,90.20427
52.27134,4.8637085,3148.817,91.20969
52.271328,4.864824,3188.228,92.187805
52.271275,4.8670807,3236.8828,93.20307
52.271305,4.869438,3275.0188,94.176
52.271,4.8707647,3351.047,95.16198
52.270935,4.8725677,3443.7698,96.238365
52.270763,4.874523,3509.1135,97.2585
52.27082,4.877017,3565.031,98.27375
52.270626,4.8782554,3571.889,99.194405
52.270588,4.8802705,3554.7847,100.232666
52.270496,4.8834567,3575.5806,101.270775
52.270653,4.8855557,3590.4927,102.10617
52.27079,4.8873115,3634.3516,103.14441
52.27044,4.8890457,3651.5608,104.07869
52.27068,4.890514,3670.533,105.00844
52.2704,4.89267,3665.2537,106.02071
52.27033,4.894648,3662.4219,106.97878
52.27036,4.895359,3699.1287,107.88525
52.27022,4.8987775,3718.722,108.76746
52.27029,4.9017053,3796.063,109.76524
52.27002,4.9039583,3818.344,110.5541
52.27042,4.906706,3883.5464,111.8107
52.27027,4.9084544,3931.0608,112.54536
52.26995,4.9112926,3977.4248,113.76828
52.27003,4.9130793,4018.774,114.59807
52.27022,4.9150305,4049.4343,115.57921
52.270107,4.916832,4099.8716,116.71038
52.269547,4.9191966,4149.3237,117.5633
52.269375,4.921071,4181.3022,118.748436
52.269394,4.922517,4218.128,119.704094
52.269382,4.9252667,4287.6104,120.71335
52.269398,4.926595,4320.0786,121.58798
52.26906,4.9291887,4356.2534,122.46913
52.269035,4.9310274,4394.6816,123.500084
52.2691,4.9336653,4436.7627,124.33468
52.268852,4.9356265,4506.653,125.3484
52.268414,4.9373984,4563.741,126.219696
52.268288,4.9401145,4652.2515,126.9677
52.26837,4.942008,4748.63,127.99194
52.26818,4.9439745,4826.0596,128.89502
52.267765,4.945916,4900.3687,129.93504
52.267826,4.948793,4915.182,130.8471
52.267975,4.9509935,4978.9004,131.7991
52.267666,4.953824,5067.217,132.75787
52.267612,4.954884,5016.357,133.7659
