lat,lon,alt,time
59.632523,9.8611555,21516.295,0.0
59.64193,9.86628,21533.074,1.334136
59.6416,9.877411,21503.15,2.9187658
59.647434,9.879903,21470.033,4.31431
59.64726,9.879524,21416.15,5.7531643
59.650955,9.883565,21391.053,7.1418476
59.654705,9.8864565,21360.959,8.658811
59.65638,9.889852,21317.809,10.037258
59.656544,9.891827,21291.162,11.533242
59.65832,9.897659,21248.973,13.004929
59.660934,9.904233,21193.39,14.371006
59.66408,9.904034,21162.523,15.927403
59.66833,9.907305,21132.242,17.265697
59.668587,9.912495,21091.402,18.670366
59.67052,9.915753,21050.371,20.009031
59.671474,9.916627,21042.486,21.662117
59.674747,9.921262,21003.137,23.013899
59.679558,9.923418,20951.951,24.583164
59.681137,9.928519,20954.725,26.14981
59.682724,9.931845,20888.008,27.25281
59.684628,9.934844,20858.209,29.27323
59.687004,9.941401,20821.072,30.325056
59.68931,9.9444685,20751.459,31.565363
59.690693,9.944179,20741.09,33.066177
59.693947,9.9510145,20704.564,34.788498
59.698128,9.954497,20698.336,36.17564
59.699745,9.955546,20636.195,37.467197
59.70162,9.958494,20589.879,38.97393
59.703117,9.964119,20545.262,40.92783
59.705063,9.965642,20553.977,41.983555
59.706516,9.96882,20462.867,43.31145
59.70923,9.973345,20479.379,44.690224
59.71213,9.975209,20423.385,46.406494
59.713257,9.9832325,20424.38,48.023106
59.71821,9.983302,20373.54,49.0688
59.718075,9.986128,20345.988,50.660637
59.718056,9.988329,20305.908,52.26747
59.72308,9.991505,20267.088,53.2213
59.72624,9.995631,20224.137,55.472973
59.7268,9.998322,20197.72,56.740475
59.729954,10.004728,20167.168,57.579426
59.731133,10.007776,20143.65,59.05741
59.73202,10.010885,20079.857,60.9322
59.734848,10.01571,20092.113,62.117767
59.73627,10.016301,20037.727,63.76313
59.7413,10.018839,20003.12,65.00472
59.743816,10.019999,20012.213,67.31794
59.744865,10.02846,19926.564,68.781044
59.746063,10.032806,19908.977,69.18311
59.747684,10.0355215,19833.453,71.331184
59.75042,10.033712,19840.982,72.519646
59.75344,10.039052,19807.316,74.54184
