,lat,lon,alt,time
0,59.642147,10.163075,15204.305,0.0
1,59.605007,10.145438,15244.158,1.084874
2,59.6027,10.163455,15216.402,2.2855253
3,59.6039,10.157412,15210.819,3.5974505
4,59.606483,10.16288,15184.412,4.8666
5,59.606365,10.1623125,15150.732,6.044649
6,59.60537,10.166801,15123.479,7.278572
7,59.60592,10.165947,15075.035,8.3476305
8,59.605312,10.170467,15042.215,9.533638
9,59.60436,10.17356,15034.254,10.706543
10,59.607758,10.170137,14996.1,12.084344
11,59.6047,10.173877,14968.473,13.203864
12,59.609703,10.176043,14930.644,14.349036
13,59.606987,10.174416,14899.611,15.581835
14,59.610744,10.175104,14901.99,16.915419
15,59.60977,10.181397,14876.219,18.132719
16,59.60935,10.180754,14849.463,18.971853
17,59.60986,10.184457,14763.167,20.240631
18,59.6128,10.179095,14825.237,21.596981
19,59.611324,10.189215,14718.032,22.981405
20,59.611904,10.187527,14705.528,23.92313
21,59.611763,10.194728,14654.59,25.154377
22,59.613865,10.187508,14647.6875,26.158081
23,59.613117,10.193881,14619.033,27.651718
24,59.611485,10.192959,14597.102,28.687626
25,59.616726,10.190305,14562.589,30.106972
26,59.618507,10.195821,14567.937,31.110575
27,59.615402,10.199969,14476.867,32.275696
28,59.61697,10.20504,14458.0205,33.642105
29,59.61655,10.208963,14438.177,34.58591
30,59.610622,10.2007065,14363.536,35.745163
31,59.616096,10.198755,14405.422,36.758415
32,59.61511,10.19958,14319.346,38.396736
33,59.620903,10.19628,14343.898,40.287495
34,59.620102,10.205525,14294.612,40.747955
35,59.61907,10.209772,14245.527,41.88433
36,59.61699,10.210908,14238.304,43.261845
37,59.62079,10.2164135,14217.803,44.376846
38,59.615513,10.214734,14131.23,45.58651
39,59.618393,10.211924,14163.42,46.222183
40,59.61643,10.211643,14105.283,48.19529
41,59.618343,10.214318,14132.416,49.387093
42,59.619057,10.221865,14086.572,49.602234
43,59.619255,10.21559,14049.286,50.866364
44,59.616447,10.221481,14050.67,53.40815
45,59.61663,10.218438,14033.46,53.837364
46,59.61671,10.224303,13970.651,55.84883
47,59.617657,10.224915,13947.834,56.384785
48,59.620216,10.226737,13920.112,57.939285
49,59.61508,10.231229,13903.9375,58.391273
50,59.614414,10.233389,13849.733,60.113277
51,59.61706,10.230329,13863.292,61.199608
52,59.61411,10.23075,13844.43,62.24576
53,59.61423,10.23082,13829.646,63.778442
54,59.619617,10.23538,13828.008,65.33574
55,59.617596,10.238138,13764.855,66.77202
56,59.61826,10.244538,13766.479,67.03843
57,59.613834,10.250145,13720.401,68.14813
58,59.613194,10.247024,13696.9375,70.16954
59,59.61482,10.244619,13729.576,71.51892
60,59.617805,10.244339,13656.111,71.725876
61,59.61548,10.243555,13692.557,73.32628
62,59.61737,10.252717,13659.956,74.49056
63,59.61743,10.258368,13600.308,75.78201
64,59.618015,10.25628,13619.6,76.87857
65,59.615475,10.26512,13545.378,78.65418
66,59.615997,10.256277,13568.933,79.3602
67,59.616955,10.264429,13562.258,81.28017
68,59.617382,10.26722,13522.146,81.60987
69,59.617947,10.263671,13502.85,83.538376
70,59.617477,10.265532,13484.732,83.99923
71,59.61626,10.268601,13445.643,85.43625
72,59.61814,10.275294,13443.276,87.67463
73,59.620857,10.276738,13429.947,87.61053
74,59.619553,10.27453,13425.757,89.332085
75,59.617756,10.273076,13425.224,88.678276
76,59.61942,10.276396,13414.543,92.175606
77,59.62188,10.275047,13353.004,92.54548
78,59.6208,10.279977,13347.6875,93.84146
79,59.618893,10.279932,13327.849,94.736496
80,59.617634,10.285619,13345.844,96.792
81,59.623512,10.290514,13292.197,97.25044
82,59.622723,10.2872305,13253.804,98.5996
83,59.619568,10.289949,13266.739,101.10368
84,59.62228,10.292343,13193.495,100.72053
85,59.620636,10.294638,13215.018,102.63149
86,59.623493,10.297966,13171.989,103.54639
87,59.624138,10.3006935,13169.011,105.17579
88,59.62461,10.305283,13116.493,105.921104
89,59.62288,10.304662,13137.993,107.47666
90,59.62458,10.310054,13118.431,109.237495
91,59.624794,10.30898,13062.477,108.99244
92,59.62616,10.312108,13043.125,112.270454
93,59.625553,10.3142,12991.563,111.41336
94,59.62711,10.31558,13024.934,114.81825
95,59.62887,10.32016,12990.241,114.926834
96,59.629482,10.319603,12984.277,115.87744
97,59.63121,10.322602,12934.57,118.581604
98,59.62979,10.320452,12935.572,119.15475
99,59.632465,10.328815,12900.375,121.83049
100,59.633392,10.326794,12893.306,121.78953
101,59.63231,10.330216,12871.6,123.8098
102,59.632576,10.332114,12846.1,124.43314
103,59.63352,10.332778,12853.851,124.57974
104,59.633854,10.339135,12807.229,126.80533
105,59.63532,10.337438,12751.401,127.47512
106,59.63681,10.339937,12736.831,130.08313
107,59.638927,10.342915,12706.704,130.06322
108,59.637882,10.346676,12679.148,131.63902
109,59.63849,10.350042,12678.406,132.9237
110,59.640022,10.350866,12646.684,133.72813
111,59.640514,10.352644,12613.539,135.72255
112,59.640854,10.352188,12604.069,137.10121
113,59.642952,10.352702,12597.636,138.09715
114,59.642296,10.355415,12535.464,139.50304
115,59.64354,10.359663,12527.608,140.58934
116,59.643795,10.360344,12496.941,140.50468
117,59.644928,10.36077,12493.24,142.9112
118,59.645058,10.363058,12439.349,144.09206
119,59.644962,10.369043,12418.298,144.92351
120,59.64678,10.365659,12397.488,146.06903
121,59.647858,10.36798,12369.271,147.17027
122,59.650375,10.37143,12355.094,148.18896
123,59.649456,10.375523,12308.165,149.23232
124,59.649723,10.375711,12275.284,151.2892
125,59.65059,10.375979,12251.695,151.59818
126,59.651928,10.380155,12246.959,152.26181
127,59.654488,10.386572,12221.839,154.05394
128,59.653675,10.380221,12187.657,156.28067
129,59.655857,10.386303,12165.821,157.42368
130,59.654648,10.390795,12159.447,158.61758
131,59.65442,10.391681,12137.404,159.31491
132,59.658306,10.394327,12119.899,159.84648
133,59.658684,10.395982,12087.856,160.3579
134,59.659985,10.395972,12074.518,163.44841
135,59.659634,10.398809,12046.326,164.94414
136,59.66346,10.400377,12034.86,163.1376
137,59.662052,10.406032,11974.6,166.50623
138,59.663387,10.408903,11993.6875,167.82806
139,59.664566,10.409399,11937.137,169.45288
140,59.667213,10.408349,11939.269,169.14755
141,59.66667,10.412927,11915.93,171.95659
142,59.667786,10.414241,11874.1875,173.19405
143,59.671925,10.41646,11862.932,172.26086
144,59.670883,10.417958,11832.347,175.51349
145,59.671425,10.421683,11811.75,175.23921
146,59.67221,10.423422,11791.885,179.1759
147,59.674217,10.419818,11780.828,179.38426
148,59.67472,10.425646,11764.357,180.29561
149,59.677555,10.431037,11749.056,179.77878
150,59.676647,10.430531,11670.33,181.98941
151,59.679516,10.428251,11693.766,184.50362
152,59.67914,10.43405,11654.87,185.52611
153,59.680206,10.434496,11649.323,185.57072
154,59.682274,10.436308,11584.614,187.03192
155,59.68498,10.435682,11587.509,187.99933
156,59.684986,10.44034,11530.91,190.68323
157,59.68561,10.438821,11515.824,191.7256
158,59.685566,10.443169,11467.748,192.08963
159,59.687958,10.448771,11461.802,192.44864
160,59.68857,10.447203,11410.037,193.58203
161,59.688377,10.450313,11401.977,197.20407
162,59.69049,10.451028,11379.378,197.32695
163,59.692616,10.453446,11347.543,198.0854
164,59.693523,10.454784,11324.686,199.3192
165,59.69409,10.45505,11292.251,200.93552
166,59.69628,10.457994,11259.384,200.45354
167,59.696316,10.457827,11222.351,203.26125
168,59.69743,10.462893,11202.116,204.44745
169,59.699413,10.465814,11190.173,205.46442
170,59.700207,10.4665,11166.558,206.01588
171,59.70079,10.466965,11089.134,207.8081
172,59.702484,10.467731,11081.777,209.18277
173,59.704365,10.470169,11041.226,209.72856
174,59.705303,10.47028,11042.072,211.57658
175,59.706455,10.474771,11005.198,212.74135
176,59.707092,10.476465,10972.01,213.65765
177,59.70727,10.478524,10931.444,215.39091
178,59.70793,10.478478,10914.028,214.60388
179,59.70833,10.47951,10894.361,218.94148
180,59.711647,10.482853,10864.364,218.38457
181,59.712986,10.484413,10835.49,220.19171
182,59.71366,10.485208,10776.874,221.07213
183,59.713596,10.4873295,10748.072,221.98517
184,59.71604,10.490669,10720.907,222.93367
185,59.71884,10.488546,10710.527,226.49278
186,59.71855,10.490232,10659.578,226.73161
187,59.720108,10.493695,10632.693,226.83466
188,59.72096,10.4929905,10605.232,227.82397
189,59.72291,10.495922,10570.497,229.8949
190,59.723686,10.497552,10552.193,231.40906
191,59.7237,10.5016985,10498.084,231.4224
192,59.72508,10.502333,10486.662,232.46928
193,59.725708,10.499837,10460.63,235.5249
194,59.727875,10.503777,10421.243,237.8475
195,59.729843,10.507572,10385.43,235.96571
196,59.730236,10.5055485,10373.096,236.08777
197,59.73079,10.509507,10336.569,240.58078
198,59.732456,10.512084,10326.781,241.00739
199,59.734314,10.5123825,10273.343,242.46198
200,59.735134,10.512256,10269.229,243.1742
201,59.73771,10.515779,10232.352,244.5592
202,59.73801,10.517866,10207.497,246.10794
203,59.740097,10.521367,10184.246,245.31065
204,59.740185,10.519475,10156.945,247.50764
205,59.740677,10.522722,10125.618,248.96628
206,59.741497,10.524116,10112.559,250.86964
207,59.744785,10.526305,10099.711,251.8923
208,59.74591,10.526771,10069.544,253.13095
209,59.747143,10.5303955,10031.004,254.33469
210,59.74764,10.532767,10014.449,253.15968
211,59.74799,10.534152,9985.507,257.465
212,59.74894,10.534709,9953.593,259.561
213,59.751446,10.535718,9935.355,256.36456
214,59.751713,10.538103,9916.98,260.80048
215,59.755375,10.538638,9906.334,263.8139
216,59.756035,10.542796,9857.46,262.86798
217,59.757565,10.546616,9830.386,262.39157
218,59.758537,10.545583,9799.433,264.98907
219,59.758816,10.547416,9794.752,268.69427
220,59.761044,10.547977,9747.405,269.92087
221,59.763027,10.551404,9740.097,267.16678
222,59.763565,10.55462,9697.019,270.05365
223,59.765347,10.555887,9708.389,272.21902
224,59.765415,10.560898,9653.327,271.59207
225,59.767487,10.559068,9634.261,271.99905
226,59.769306,10.562564,9613.741,274.78748
227,59.770924,10.563428,9593.978,276.8894
228,59.77061,10.565925,9557.545,278.93707
229,59.774258,10.569779,9531.04,278.04797
230,59.774982,10.570656,9501.691,279.3036
231,59.776268,10.572208,9478.492,281.3421
