,lat,lon,alt,time
0,59.61607,9.845549,21936.379,0.0
1,59.629784,9.848769,21872.324,1.3103431
2,59.630478,9.843345,21784.9,2.8966808
3,59.636124,9.846273,21748.516,4.252934
4,59.63426,9.852476,21685.293,5.635071
5,59.639763,9.853365,21655.424,7.1198325
6,59.64292,9.860164,21618.06,8.631184
7,59.646423,9.862274,21518.61,9.964561
8,59.64834,9.863025,21484.785,11.412097
9,59.647038,9.870275,21452.21,12.8954735
10,59.648426,9.873,21331.828,14.203288
11,59.65308,9.875971,21335.375,15.774306
12,59.65808,9.874793,21241.38,16.991152
13,59.657585,9.87852,21215.932,18.648567
14,59.66095,9.881539,21174.16,19.933498
15,59.662987,9.885274,21119.295,21.521421
16,59.664707,9.887222,21058.033,22.877144
17,59.668354,9.890515,21003.23,24.284327
18,59.66997,9.891441,20967.473,25.820206
19,59.6727,9.896118,20915.354,26.966928
20,59.676132,9.899641,20848.74,28.973036
21,59.678234,9.90308,20793.326,29.900661
22,59.680164,9.903838,20710.77,31.378723
23,59.681393,9.907436,20669.412,32.90459
24,59.684246,9.911673,20639.422,34.568005
25,59.69067,9.912701,20606.809,35.965046
26,59.692413,9.914653,20542.127,37.14883
27,59.691776,9.918233,20471.02,38.810936
28,59.69443,9.921509,20445.58,40.515194
29,59.695915,9.923412,20398.795,41.801044
30,59.698544,9.924493,20330.273,43.262024
31,59.700607,9.928342,20296.625,44.64084
32,59.70359,9.929835,20244.697,45.9873
33,59.705666,9.936623,20188.65,47.664173
34,59.70894,9.93724,20124.979,48.885605
35,59.709084,9.938103,20079.848,50.70644
36,59.711685,9.943469,20032.377,51.81928
37,59.714977,9.945287,19992.637,53.27966
38,59.71663,9.948166,19926.395,55.21985
39,59.720318,9.951297,19882.977,56.269463
40,59.722305,9.9527235,19831.297,57.470364
41,59.723946,9.958436,19775.732,58.781197
42,59.72543,9.959905,19704.727,60.814842
43,59.72776,9.963052,19670.752,61.793957
44,59.732174,9.963337,19620.324,63.375523
45,59.73364,9.967789,19567.277,65.04035
46,59.7363,9.967523,19520.973,66.43839
47,59.73821,9.974054,19457.26,67.853424
48,59.738697,9.974008,19395.035,69.310555
49,59.742245,9.977637,19348.408,70.68379
50,59.744774,9.979736,19309.387,72.21851
51,59.74686,9.983604,19259.355,73.60717
52,59.750103,9.984308,19208.627,75.08843
53,59.752747,9.98631,19134.012,76.264336
54,59.752266,9.988753,19078.006,77.67616
55,59.756466,9.99356,19031.988,79.315414
56,59.75693,9.9933605,18985.47,80.879234
57,59.760998,9.995764,18928.709,82.71161
58,59.76429,9.999983,18873.51,83.332184
59,59.76457,10.001133,18820.377,84.89542
60,59.76506,10.00448,18776.123,86.59256
61,59.76893,10.008928,18699.742,88.10921
62,59.769547,10.008,18651.545,89.5159
63,59.771805,10.013812,18607.42,91.338646
64,59.77406,10.018796,18543.068,92.40311
65,59.77612,10.019875,18449.17,93.44615
66,59.777924,10.021253,18393.111,95.57016
67,59.779774,10.020595,18350.545,96.82585
68,59.78298,10.026321,18311.37,98.22099
69,59.78427,10.0278225,18242.848,99.65697
70,59.787663,10.033166,18184.512,101.41747
71,59.788357,10.032599,18134.29,102.32751
72,59.791004,10.036275,18082.535,104.140915
73,59.793842,10.039452,18008.191,105.66055
74,59.79213,10.042315,17954.512,104.83187
75,59.794247,10.044763,17911.969,108.66257
76,59.79784,10.050013,17840.084,109.46653
77,59.798996,10.0527,17769.236,110.79558
