,lat,lon,alt,time
0,60.188446,10.179611,12604.161,0.0
1,60.1827,10.182994,12357.349,1.0241767
2,60.183533,10.190333,12341.903,1.968309
3,60.18114,10.192088,12356.185,2.9770727
4,60.184048,10.193227,12290.712,4.012215
5,60.181026,10.195701,12274.047,4.9914527
6,60.17946,10.195965,12265.553,6.0145316
7,60.178886,10.199673,12222.35,6.922184
8,60.17566,10.200351,12176.337,8.006347
9,60.173286,10.205482,12150.477,8.923353
10,60.174057,10.205453,12093.377,9.880743
11,60.171734,10.211802,12076.931,10.864136
12,60.172966,10.212474,12032.39,11.8213825
13,60.170174,10.212691,12035.192,13.020155
14,60.167492,10.21235,11979.427,13.899934
15,60.168816,10.217749,11967.111,14.66357
16,60.16664,10.215269,11910.449,15.905525
17,60.165264,10.220734,11897.8,16.658772
18,60.165333,10.21913,11860.207,17.866533
19,60.162464,10.227118,11873.383,18.53185
20,60.162273,10.229641,11840.015,19.566631
21,60.16171,10.23108,11790.939,20.819588
22,60.15737,10.229591,11771.646,21.588457
23,60.158585,10.23282,11725.292,22.835928
24,60.15402,10.233257,11706.124,23.605524
25,60.1554,10.232239,11671.942,24.757807
26,60.155636,10.242237,11656.687,26.024073
27,60.15205,10.237686,11582.556,26.3984
28,60.15253,10.244969,11589.589,27.831757
29,60.150497,10.244781,11533.014,28.487448
30,60.147503,10.245904,11473.301,29.231167
31,60.14675,10.246736,11480.5,30.48287
32,60.144722,10.2505245,11459.051,31.730467
33,60.146324,10.247318,11387.775,32.91395
34,60.14444,10.258669,11436.377,33.51129
35,60.14419,10.25209,11293.679,34.975548
36,60.14326,10.256496,11333.736,35.235966
37,60.138943,10.264826,11249.735,36.240593
38,60.138565,10.268918,11246.57,37.372692
39,60.13891,10.263235,11202.225,38.726555
40,60.13571,10.273036,11198.382,39.417034
41,60.13605,10.270802,11147.292,40.228035
42,60.133656,10.277529,11128.422,42.157703
43,60.132305,10.272017,11066.2295,42.41678
44,60.129135,10.276509,11059.428,43.359222
45,60.124664,10.278081,10999.208,43.971855
46,60.12736,10.283252,10987.506,45.90626
47,60.12631,10.287892,10910.801,46.047802
48,60.12582,10.294393,10890.984,47.10452
49,60.12086,10.294179,10851.155,48.272026
50,60.11974,10.29806,10797.277,49.44731
51,60.119514,10.296089,10812.271,50.35239
52,60.117867,10.297351,10744.162,51.165554
53,60.116055,10.305766,10727.5,52.562096
54,60.11756,10.30312,10703.983,53.043854
55,60.114075,10.312624,10676.921,54.179703
56,60.115513,10.313169,10590.287,55.129063
57,60.111614,10.317142,10589.593,56.235336
58,60.109848,10.312969,10523.215,56.909664
59,60.107567,10.323845,10533.839,57.745186
