,lat,lon,alt,time
0,59.600388,9.892947,22025.824,0.0
1,59.59867,9.877613,21959.965,1.4186683
2,59.60323,9.879531,21885.473,3.234578
3,59.605335,9.884267,21857.43,4.6889977
4,59.60683,9.892359,21783.037,6.255492
5,59.60953,9.892151,21741.52,7.7732825
6,59.612938,9.898153,21672.172,9.400713
7,59.616596,9.900766,21618.06,10.941179
8,59.615574,9.901859,21566.15,12.473303
9,59.61816,9.904588,21486.139,14.061512
10,59.620457,9.9061575,21450.07,15.557365
11,59.62353,9.91019,21399.121,17.191326
12,59.626385,9.912448,21348.406,18.654665
13,59.628872,9.9119835,21274.24,20.32894
14,59.630814,9.914208,21259.049,21.778332
15,59.63345,9.917918,21176.97,23.416567
16,59.6352,9.921392,21137.918,24.909918
17,59.63787,9.922285,21072.611,26.509459
18,59.63925,9.927163,21026.324,28.140923
19,59.64187,9.928914,20932.348,29.634277
20,59.6439,9.930998,20898.86,31.166258
21,59.647102,9.935625,20818.467,32.749077
22,59.648964,9.934591,20756.43,34.232834
23,59.650402,9.938529,20709.773,35.871338
24,59.653313,9.941755,20666.498,37.75693
25,59.65857,9.943819,20617.85,39.104023
26,59.659645,9.947054,20554.783,40.44972
27,59.659523,9.94543,20467.781,42.26463
28,59.662834,9.94999,20443.729,44.113796
29,59.663555,9.954015,20396.162,45.31679
30,59.666508,9.955581,20293.832,46.94566
31,59.668438,9.959423,20286.271,48.46924
32,59.671646,9.9616995,20200.357,50.03104
33,59.67223,9.965611,20169.63,51.67867
34,59.675842,9.968478,20079.84,53.35948
35,59.677715,9.967779,20052.996,54.672314
36,59.68008,9.972079,19981.281,56.187946
37,59.682056,9.974889,19940.867,57.985313
38,59.684933,9.976012,19879.012,59.559544
39,59.687675,9.980716,19824.502,61.044827
40,59.690235,9.981712,19782.201,62.314857
41,59.69065,9.988791,19717.27,63.63745
42,59.69195,9.987165,19630.146,65.826195
43,59.695145,9.989402,19625.932,66.9248
44,59.69732,9.990444,19571.576,68.45163
45,59.69959,9.990657,19515.04,70.375786
46,59.70261,9.993131,19477.46,71.97489
47,59.70503,10.000257,19381.938,73.78685
48,59.707817,10.001558,19337.137,74.51437
