,lat,lon,alt,time
0,61.035378,11.784557,16344.463,0.0
1,61.027504,11.775331,16367.012,1.15289
2,61.02438,11.780592,16374.533,2.7343626
3,61.02269,11.77477,16343.573,3.9010756
4,61.022102,11.772716,16251.551,5.192199
5,61.018826,11.773058,16256.586,6.401345
6,61.017773,11.77333,16162.673,7.557992
7,61.01327,11.76736,16164.618,8.90213
8,61.01501,11.772348,16150.338,10.382815
9,61.013577,11.768899,16106.545,11.412104
10,61.010345,11.769625,16076.397,12.983491
11,61.009758,11.762189,16017.076,14.3930235
12,61.00974,11.758653,16034.841,15.165214
13,61.006153,11.756537,15995.349,16.939629
14,61.002205,11.763163,15951.673,18.154564
15,61.002472,11.753734,15899.656,19.300184
16,61.0007,11.754907,15888.09,20.506548
17,60.996758,11.750043,15829.748,21.88665
18,60.992966,11.750529,15844.422,23.37107
19,60.994156,11.748624,15824.105,24.475029
20,60.990738,11.745405,15764.05,25.574453
21,60.990055,11.741678,15734.728,26.960138
22,60.992027,11.73876,15714.153,28.238907
23,60.986042,11.741575,15703.449,29.78109
24,60.983444,11.742122,15652.709,31.31008
25,60.981213,11.737962,15620.81,32.276497
26,60.98478,11.735337,15627.8955,33.4614
27,60.979675,11.724048,15568.731,34.889244
28,60.97601,11.734628,15552.7295,35.90068
29,60.976856,11.729345,15510.645,37.46347
30,60.976555,11.721458,15477.967,38.46382
31,60.972908,11.721927,15463.084,39.718246
32,60.972,11.7231455,15399.915,40.895252
33,60.969807,11.718618,15426.023,42.344387
34,60.966736,11.7202835,15360.747,44.097046
35,60.963947,11.728499,15351.707,45.026573
36,60.960037,11.714297,15367.778,46.426994
37,60.95824,11.71276,15292.68,48.18376
38,60.95916,11.701972,15260.686,48.452885
39,60.957287,11.711046,15241.036,50.55491
40,60.95539,11.707948,15193.116,50.57905
41,60.95147,11.705906,15158.459,53.012028
42,60.948845,11.705563,15108.824,54.17453
43,60.951073,11.697576,15117.561,54.49984
44,60.9483,11.696852,15099.816,57.808243
45,60.946667,11.700442,15113.091,56.45828
46,60.94281,11.696536,15068.634,59.597225
47,60.940254,11.694863,14961.502,60.93013
48,60.94025,11.689668,14987.615,60.662052
49,60.934765,11.683642,14945.485,64.03152
50,60.93722,11.681218,14925.25,64.221375
51,60.935226,11.685496,14890.7,65.94285
52,60.93322,11.680309,14857.623,66.493065
53,60.930035,11.682825,14813.031,68.414825
54,60.926414,11.675338,14820.722,69.73761
55,60.92557,11.676005,14779.273,70.63833
56,60.923084,11.674512,14748.59,71.913864
57,60.92225,11.670959,14712.305,73.33006
58,60.921707,11.6671505,14715.576,74.402855
59,60.9163,11.664233,14643.006,75.85853
60,60.91499,11.656727,14611.297,77.45057
61,60.912987,11.660933,14625.714,78.64143
62,60.912086,11.659908,14575.803,79.69512
63,60.90976,11.655118,14559.941,80.94757
64,60.907368,11.648061,14561.201,81.80913
65,60.90693,11.648455,14513.767,83.63106
66,60.905727,11.647552,14500.587,85.26284
67,60.903008,11.643117,14443.058,86.293144
68,60.89992,11.646466,14418.556,87.13219
69,60.897533,11.642641,14369.387,88.04669
70,60.893936,11.634495,14341.462,91.27109
71,60.891884,11.636592,14331.737,90.62616
72,60.89271,11.62937,14315.519,94.0983
73,60.88856,11.631583,14287.2,96.03378
74,60.886967,11.625417,14239.736,87.843155
75,60.88217,11.62176,14208.49,94.43757
76,60.87985,11.617247,14161.126,93.871635
77,60.877995,11.615692,14129.181,97.356155
78,60.876694,11.614118,14132.704,97.055664
79,60.87376,11.611956,14086.612,99.95659
80,60.87207,11.610607,14070.778,100.16229
81,60.869457,11.604669,14026.057,102.2771
82,60.86855,11.604034,13985.486,100.49472
83,60.866966,11.596244,14017.829,105.665695
84,60.863758,11.602282,13918.103,105.549286
85,60.862606,11.599455,13909.999,105.35153
86,60.861904,11.593125,13858.184,108.61115
87,60.857533,11.590463,13846.771,108.82993
88,60.857838,11.5889845,13837.432,113.43415
89,60.85444,11.577201,13794.116,110.277306
90,60.852524,11.58377,13741.733,111.718864
91,60.85078,11.580611,13719.016,113.80469
92,60.84788,11.581536,13703.592,116.27147
93,60.848927,11.584503,13697.946,115.79783
94,60.84575,11.575077,13704.263,117.943634
95,60.842243,11.5737505,13620.863,120.428795
96,60.843678,11.56311,13595.656,118.50842
97,60.84037,11.56722,13559.318,123.518135
98,60.837967,11.564382,13552.236,124.0035
99,60.83562,11.5649805,13523.907,126.972855
100,60.834637,11.562928,13491.245,123.54076
101,60.834248,11.5557575,13474.569,128.89833
102,60.831665,11.56004,13400.471,128.95593
103,60.828857,11.55106,13403.741,128.6622
104,60.82682,11.556715,13375.901,130.81987
105,60.82545,11.550326,13351.889,131.38182
106,60.823578,11.54869,13320.232,135.75552
107,60.822582,11.544974,13314.674,135.14085
108,60.817673,11.545386,13263.071,136.06413
109,60.817566,11.537557,13218.433,137.65154
110,60.816193,11.538178,13217.111,140.46767
111,60.81409,11.538538,13154.491,140.13945
112,60.81174,11.538824,13142.196,139.0322
113,60.81004,11.537993,13098.729,142.68497
114,60.807064,11.535211,13066.277,144.28262
115,60.805157,11.531874,13055.392,145.38797
116,60.807297,11.529,12990.367,146.99004
117,60.800602,11.532717,12973.047,149.11601
118,60.801907,11.525765,12932.029,147.4455
119,60.80053,11.530712,12906.988,150.53343
120,60.797985,11.522117,12925.574,150.78581
121,60.79542,11.525448,12851.856,154.80681
122,60.794994,11.527014,12834.472,155.99329
123,60.79224,11.518906,12796.938,155.90694
124,60.79299,11.51692,12758.299,156.87994
125,60.789104,11.509082,12731.305,160.47064
126,60.788517,11.515452,12724.366,159.13486
127,60.78714,11.514568,12693.437,161.07626
128,60.784454,11.511263,12660.32,163.61845
129,60.78405,11.510381,12609.4375,163.05237
130,60.783073,11.512126,12608.372,165.3649
131,60.779957,11.512211,12533.869,162.78436
132,60.78089,11.50826,12522.142,168.84181
133,60.779236,11.507502,12506.184,169.81326
