lat,lon,alt,time
9.43123244018646,47.77523994853833,18748.51083308458,7.978931158781052
9.429847297110635,47.75186525478294,18415.64429849386,10.651362776756288
9.421231222025828,47.71529873967327,17849.60094839334,17.392309576272964
9.400873518460337,47.696551057055856,16643.594965338703,29.74670323729515
9.38994375393276,47.68926812370341,14091.346411406992,39.17767760157585
9.32646974904212,47.72489274424431,14037.035597860811,59.83112782239914
9.272581204448077,47.72233355300976,15723.767161369322,69.42280679941177
9.275734009328762,47.70990326994953,16022.3524749279,70.80186080932617
9.263684477452092,47.70028329897425,15524.679565429686,80.06971395015717
9.276310128747074,47.68285742269138,13391.206680238243,86.6459536254406
9.24960305951502,47.706308821449845,11166.721262037752,109.93894690275192
9.177130537575277,47.73924270397247,11379.16511967778,133.08290326595306
9.146336282974902,47.732690412567536,12952.955663204191,137.0134828388691
9.122605997061084,47.72436585283192,13271.036805212496,144.83016124367714
9.102249137907794,47.714128689823866,12742.09581762552,151.73562636971474
9.113498934661212,47.69217780015362,12004.110038280483,158.83090871572497
9.041444089704154,47.71125686063265,12550.36699771881,198.4993848502636
9.010239297242466,47.70731694872188,12880.774633586405,196.54676339030263
9.040742536690969,47.69043538706367,11668.11643987894,190.34713739156723
9.009717987852756,47.70835220598702,10978.519508987663,215.82225462794304
9.012442982804297,47.70244879910116,10115.209895372387,213.4608483612537
8.968258653568823,47.71357515835053,9362.651845067738,244.9187763035297
8.893785488820273,47.7179061279836,9949.810875952242,273.4734107851982
8.856971112548694,47.70467704116473,10831.233267486094,279.8713499009609
8.864192564111555,47.69102376496156,10009.012606739996,272.47051733732224
8.852362809702527,47.69219776488896,9506.523020565508,291.67996713519096
8.820467863792427,47.71473837977052,9529.64255660772,309.6912688910961
8.818572273538447,47.71707832636552,8928.395098447798,293.93904504179955
8.795766196783426,47.71109156977172,8595.745525509117,308.1128444969654
8.734065188847493,47.71653376677477,9384.94065478444,342.82896783947945
8.73237333222925,47.70817420751081,9160.76038777828,324.7265145480633
8.725385322258804,47.70000731406696,8956.098349392412,338.1530904173851
8.722177899261379,47.70639471268084,8691.437134146689,348.39347833395004
8.704842884332196,47.71364129919152,8501.217445731161,362.05321937799454
8.70313628888273,47.70595570284883,8043.703562021255,361.0610873997212
8.644187604147891,47.71578640589246,8580.18252700567,408.6753040552139
8.636056835786944,47.69874160496421,8911.04008629918,389.09026008844376
8.6388259704674,47.69258358646135,8231.847074627874,389.7326254248619
8.624134503094306,47.70026097644042,7953.731676936149,413.6817662715912
8.652185838174965,47.69499558370395,7013.4358771145335,398.44318547844887
8.61940637047972,47.70576698710672,6076.991626620292,443.2095774412155
8.536757683523337,47.71759649086138,6847.832696139812,509.0788714587688
8.515763907272948,47.69533755634843,7214.622049033641,473.8183310329914
8.48978575768601,47.6899927027405,6991.999553889035,483.2596892714501
8.514319002842408,47.674165628184525,6245.337228477,455.85456854105
8.50537855832361,47.69414594948419,5556.136460602283,503.88689661026
8.447189537514637,47.71386660674148,6659.252060204743,564.7745741903782
8.44049062357742,47.68069593388399,7522.387592494487,496.7856860160828
8.458470922961013,47.64883906003237,6634.670753031968,456.5416411757469
8.463994261578836,47.65804505364671,5797.2666166722765,488.6115002632141
8.485311908292365,47.67328290823389,5076.29408687353,494.2439779341221
8.460865292151766,47.683871000458645,4800.231184810399,534.3402319252491
8.41231585078528,47.67648691142648,5407.293727248906,568.0794781446457
8.404777898174888,47.63876328373839,5576.414375007152,523.0409909188747
8.397497376140022,47.62102340687503,5004.847142845391,530.6972290277481
8.38574338853524,47.62653039740564,4690.154826641082,562.06196641922
8.389479759014597,47.62314146013477,4605.566662549972,552.7641322016716
8.40127754090694,47.605702141338384,4303.580363094806,545.5498695373535
8.386587109857915,47.60997327800697,4095.22421658039,597.4815877974033
8.397801249386843,47.600706440943085,4014.1509592533102,586.4323904812336
8.408230853212217,47.58888613872672,3813.4358309209338,593.1669181585312
8.41302650042086,47.57999625852528,3618.294505029916,615.8102585077286
8.424488666843935,47.57222198446247,3429.841870069503,627.3236716389656
8.430452404809243,47.56560924767786,3350.1625433564177,646.5757519602776
8.438341709661822,47.55704550918813,3335.6933131813994,658.2158105969429
8.445711163654865,47.54912961411164,3343.8776955008498,671.4151872992516
8.461479410119322,47.539381832085326,3270.6086575984946,673.4513328671455
8.475732972999175,47.53073847962033,3096.0870087146754,681.9617295861244
8.484647125592486,47.52447965757649,2895.3085198998447,696.4640370607376
8.491927532480235,47.51937641707308,2715.6258717179294,708.9314827919006
8.497544101882008,47.51453565772193,2560.123247653245,720.7768023014069
8.502264135815897,47.509823888321066,2420.168261975049,732.8987482190132
8.506937420019504,47.5052301619489,2290.978798270225,745.0814114809036
8.512314790472916,47.50039295460588,2158.5771501064296,756.1969145536423
8.517895088532232,47.49538361266213,2009.7171366214748,767.1901522278786
