lat,lon,alt,time
52.309414,4.7713337,2294.4731,0.0
52.309795,4.7727127,2701.376,0.8520958
52.309734,4.7735987,2989.8506,1.7509134
52.308075,4.773718,3203.1172,2.6369832
52.307983,4.7748637,3357.5813,3.7329247
52.307945,4.7754946,3367.875,4.7439213
52.307457,4.7749853,3193.332,5.686827
52.306885,4.7741475,3224.9768,6.6088495
52.306255,4.7749004,3142.4448,7.57894
52.305687,4.7743073,3114.3977,8.574403
52.30555,4.7747912,3059.7244,9.686
52.305046,4.774801,3013.293,10.657309
52.30524,4.773917,2979.6174,11.614689
52.304752,4.773051,2942.6238,12.612729
52.304382,4.773612,2916.8232,13.588207
52.303955,4.773351,2908.471,14.489222
52.303577,4.7729,2950.347,15.517587
52.30319,4.771628,2986.188,16.426039
52.302242,4.771886,3014.163,17.520193
52.30235,4.7717953,3050.4448,18.55153
52.301876,4.7722564,2993.3494,19.544836
52.301285,4.772278,3006.5674,20.554667
52.30071,4.771239,3072.0105,21.451696
52.300377,4.772133,3223.9775,22.488415
52.299698,4.771701,3242.2527,23.387848
52.29917,4.772489,3285.6052,24.365004
52.298943,4.773022,3298.53,25.352083
52.2984,4.7726364,3275.3801,26.209976
52.2981,4.7739916,3216.1746,27.205704
52.29811,4.7737827,3185.277,28.28062
52.2973,4.7727957,3092.6262,29.122288
52.296932,4.772921,3062.7095,30.310194
52.296696,4.7729273,3017.3188,31.38666
52.29606,4.7729096,2967.1746,32.566753
52.295696,4.7725863,3043.397,33.528305
52.295296,4.7721977,3138.1812,34.482037
52.29485,4.7709947,3184.6094,35.457302
52.29446,4.7723155,3119.883,36.51471
52.293793,4.7716756,2981.2275,37.324074
52.293446,4.772302,2955.524,38.408905
52.293346,4.771955,2982.8313,39.568233
52.29232,4.7712517,3060.283,40.427074
52.292183,4.7714343,3059.7166,41.44651
52.291843,4.771563,3081.9883,42.52146
52.291183,4.7707834,3005.3518,43.54659
52.290855,4.77106,2947.4385,44.541817
52.290577,4.7700405,2926.3347,45.685516
52.29036,4.7706966,2837.78,46.694027
52.289658,4.7708163,2742.9958,47.822563
52.289207,4.771009,2744.3342,48.942005
52.28845,4.771932,2764.4495,50.047043
52.287918,4.7724004,2762.666,51.28935
52.28704,4.7737164,2732.688,52.73775
52.286995,4.7749076,2709.6519,53.850456
52.286488,4.7746315,2644.5278,54.992943
52.2861,4.775041,2612.9797,55.969086
52.285843,4.775306,2618.1106,56.889442
52.285267,4.7759366,2640.9119,57.931946
52.28495,4.7742114,2599.1985,58.719204
52.284706,4.774037,2615.6794,59.942886
52.283905,4.7755623,2580.9373,60.92366
52.28395,4.7760463,2596.7551,61.986652
52.283512,4.775515,2602.4739,63.012657
52.28317,4.775647,2566.1785,64.24557
52.282433,4.7770143,2478.7397,65.64485
52.282368,4.777904,2428.7876,66.87565
52.28178,4.778511,2458.6213,67.9821
52.28112,4.7790513,2512.2449,68.99637
52.280663,4.7795215,2538.0469,70.03153
52.28065,4.7805514,2568.932,71.14849
52.280415,4.781219,2496.381,72.1278
52.28014,4.781329,2411.2292,73.22667
52.279846,4.7817817,2341.6558,74.37804
52.279446,4.7810497,2348.9463,75.30649
52.279404,4.782624,2482.4355,76.62125
52.279243,4.783866,2534.259,77.895004
52.279606,4.7836294,2577.9978,79.12424
52.278656,4.7841897,2562.5154,80.438286
52.27854,4.7849984,2571.6282,81.71199
52.278576,4.7857885,2619.1902,82.710075
52.277588,4.7865343,2642.4084,83.68094
52.277634,4.7857513,2771.6982,84.997154
52.277397,4.788075,2754.338,86.1264
52.277206,4.7879925,2745.9568,87.50792
52.27694,4.7898245,2720.3384,89.00267
52.276928,4.789991,2729.3918,89.99143
52.276714,4.790063,2761.1787,91.05318
52.276264,4.7914443,2876.3645,91.85911
52.276634,4.791453,2901.177,92.69883
52.276146,4.7916455,2978.513,93.414314
52.27604,4.793247,2978.5264,94.37038
52.275455,4.7935777,2976.4834,95.53631
52.275345,4.795645,3025.9849,96.53124
52.27511,4.7971554,3058.9844,97.67216
52.275288,4.797892,3085.4229,98.615074
52.274956,4.797874,3117.3508,99.45594
52.27476,4.799612,3195.6892,100.48601
52.27441,4.8005824,3333.1064,101.230034
52.274452,4.8019314,3332.1633,102.287056
52.274265,4.8029013,3248.7917,103.43111
52.274258,4.804125,3178.3257,104.89143
52.273827,4.805111,3127.6333,106.22457
52.273846,4.805589,3122.3577,107.31716
52.273384,4.8077846,3055.7026,108.33113
52.273426,4.808345,3009.5022,109.38573
52.27327,4.8093104,3005.0647,110.4698
52.273148,4.810649,3016.6145,111.393196
52.273663,4.8111835,3042.8167,112.44024
52.27311,4.8128858,3093.2603,113.537865
52.27347,4.8143725,3209.6543,114.642944
52.27362,4.813884,3371.812,115.71449
52.273197,4.8150206,3524.4211,116.62765
52.272884,4.8158455,3574.9463,117.66332
52.27276,4.8155727,3438.4749,118.78966
52.272926,4.816936,3392.6323,119.671036
52.272163,4.8168535,3388.1235,120.94662
52.27193,4.817665,3374.4036,121.92412
52.27203,4.81871,3410.0051,122.98535
52.272026,4.819611,3372.5425,124.20261
52.271526,4.820687,3318.5015,125.391525
52.271255,4.8212395,3224.5437,126.44741
52.27114,4.8212767,3165.8113,127.5258
52.27125,4.821778,3094.2888,128.43369
52.270763,4.823042,2999.474,129.79362
52.27083,4.824241,3053.2056,130.65453
52.270405,4.825535,3141.3577,131.76433
52.270172,4.826593,3205.8218,132.78006
52.270386,4.826753,3183.7527,133.8574
52.26973,4.8276105,3131.137,134.61179
52.270042,4.8291497,3093.2065,135.58632
52.269405,4.8300724,3140.3718,136.51448
52.269512,4.8301907,3177.6157,137.54274
52.26908,4.8324804,3218.0017,138.55782
52.26926,4.834025,3221.5503,139.59145
52.26943,4.836348,3222.5442,140.6438
52.269142,4.8366146,3223.583,141.41614
52.269115,4.836757,3148.264,142.47345
52.268925,4.83717,2987.9243,143.3954
52.269295,4.8389783,3206.9888,144.393
