2.234569089850455015e+01,2.640422114906288087e+01,1.285195000000000043e+01,1.921042399999999907e+04
2.235389489850454936e+01,2.740422114906288087e+01,1.283758450000000018e+01,1.922999399999999878e+04
2.235986089850455016e+01,2.840422114906288087e+01,1.283934099999999923e+01,1.929195899999999892e+04
2.235975489850454778e+01,2.940422114906288087e+01,1.283540799999999926e+01,1.918116999999999825e+04
2.236297089850454967e+01,3.040422114906288087e+01,1.282923699999999911e+01,1.917564800000000105e+04
2.236163089850455066e+01,3.140422114906288087e+01,1.281792800000000021e+01,1.913212299999999959e+04
2.236032289850454902e+01,3.240422114906287732e+01,1.281485900000000022e+01,1.907829499999999825e+04
2.236460689850454742e+01,3.340422114906287732e+01,1.281572599999999973e+01,1.905184600000000137e+04
2.236287489850455046e+01,3.440422114906287732e+01,1.280534800000000040e+01,1.900255700000000070e+04
2.236614089850454690e+01,3.540422114906287732e+01,1.279829400000000028e+01,1.901077300000000105e+04
2.236865089850454780e+01,3.640422114906287732e+01,1.279353900000000088e+01,1.894139300000000003e+04
2.236965789850454911e+01,3.740422114906287732e+01,1.279085300000000025e+01,1.893833599999999933e+04
2.237469289850454857e+01,3.840422114906287732e+01,1.278780650000000030e+01,1.892110199999999895e+04
2.237365489850454736e+01,3.940422114906287732e+01,1.278480700000000070e+01,1.884013999999999942e+04
2.237008089850454695e+01,4.040422114906287732e+01,1.276960799999999985e+01,1.882257600000000093e+04
2.237403289850454513e+01,4.140422114906287732e+01,1.277191299999999963e+01,1.879254100000000108e+04
2.237162589850454708e+01,4.240422114906287732e+01,1.276518899999999945e+01,1.875097000000000116e+04
2.237758089850454724e+01,4.340422114906287732e+01,1.275600099999999948e+01,1.874030299999999988e+04
2.237957589850454809e+01,4.440422114906287732e+01,1.275102900000000083e+01,1.870390000000000146e+04
2.237705389850454907e+01,4.540422114906287732e+01,1.275220099999999945e+01,1.866853700000000026e+04
2.238097589850454483e+01,4.640422114906287732e+01,1.274508100000000077e+01,1.861373600000000079e+04
2.238135389850454970e+01,4.740422114906287732e+01,1.274124199999999973e+01,1.858270100000000093e+04
2.238281089850454464e+01,4.840422114906287732e+01,1.272902599999999929e+01,1.854109600000000137e+04
2.238184589850455097e+01,4.940422114906287732e+01,1.273095600000000083e+01,1.856592799999999988e+04
2.238239089850454278e+01,5.040422114906287732e+01,1.271930399999999928e+01,1.850016600000000108e+04
2.238740389850454449e+01,5.140422114906287732e+01,1.272221200000000074e+01,1.846775800000000163e+04
2.239041289850455030e+01,5.240422114906287732e+01,1.271367700000000056e+01,1.844624199999999837e+04
2.238706389850455025e+01,5.340422114906287732e+01,1.270527650000000008e+01,1.838760399999999936e+04
2.238816689850455077e+01,5.440422114906287732e+01,1.270320500000000052e+01,1.841721700000000055e+04
2.239137489850454443e+01,5.540422114906287732e+01,1.269946999999999981e+01,1.837154699999999866e+04
2.238829089850455034e+01,5.640422114906287732e+01,1.269321799999999989e+01,1.833081799999999930e+04
2.239422389850454920e+01,5.740422114906287732e+01,1.268211999999999939e+01,1.827422899999999936e+04
2.239344089850455077e+01,5.840422114906287732e+01,1.268457199999999929e+01,1.823819499999999971e+04
2.239457889850454819e+01,5.940422114906287732e+01,1.267888499999999929e+01,1.822919099999999889e+04
2.239422789850454265e+01,6.040422114906287732e+01,1.267164000000000001e+01,1.814286500000000160e+04
2.239560889850454828e+01,6.140422114906287732e+01,1.267022399999999926e+01,1.817338899999999921e+04
2.239495289850454895e+01,6.240422114906287732e+01,1.266288800000000059e+01,1.811625999999999840e+04
2.239866789850454865e+01,6.340422114906287732e+01,1.265189699999999995e+01,1.810126199999999881e+04
2.239804689850454267e+01,6.440422114906287732e+01,1.264994300000000038e+01,1.810482600000000093e+04
2.240135089850454264e+01,6.540422114906287732e+01,1.264503999999999984e+01,1.802708199999999852e+04
2.240628589850454944e+01,6.640422114906287732e+01,1.263810600000000051e+01,1.800234600000000137e+04
2.240063289850454709e+01,6.740422114906287732e+01,1.264172199999999968e+01,1.796386000000000058e+04
2.239789389850454882e+01,6.840422114906287732e+01,1.263130400000000009e+01,1.791248199999999997e+04
2.240416489850454695e+01,6.940422114906287732e+01,1.262181600000000081e+01,1.792361000000000058e+04
2.240592789850455091e+01,7.040422114906287732e+01,1.261758799999999958e+01,1.784145300000000134e+04
2.240507289850454953e+01,7.140422114906287732e+01,1.260931399999999947e+01,1.784658799999999974e+04
2.241010489850454945e+01,7.240422114906287732e+01,1.261522000000000077e+01,1.786736100000000079e+04
2.241006089850454686e+01,7.340422114906287732e+01,1.260518300000000025e+01,1.777211300000000119e+04
2.241555589850455021e+01,7.440422114906287732e+01,1.260144999999999982e+01,1.778972899999999936e+04
2.241172589850454955e+01,7.540422114906287732e+01,1.259650199999999920e+01,1.772504899999999907e+04
2.241234389850454534e+01,7.640422114906287732e+01,1.258805699999999916e+01,1.770479999999999927e+04
2.241584589850454989e+01,7.740422114906287732e+01,1.258166499999999921e+01,1.767873400000000038e+04
2.241750089850454941e+01,7.840422114906287732e+01,1.257691200000000009e+01,1.763548400000000038e+04
2.241591789850454575e+01,7.940422114906287732e+01,1.257185100000000055e+01,1.762774399999999878e+04
2.241997089850454472e+01,8.040422114906287732e+01,1.257097100000000012e+01,1.759462500000000000e+04
2.241957689850454472e+01,8.140422114906287732e+01,1.256549200000000077e+01,1.755508799999999974e+04
2.242314389850454859e+01,8.240422114906287732e+01,1.256104099999999946e+01,1.754027699999999822e+04
2.242504289850455024e+01,8.340422114906287732e+01,1.255598200000000020e+01,1.752334800000000178e+04
2.242615289850454730e+01,8.440422114906287732e+01,1.254919800000000052e+01,1.748506799999999930e+04
2.242829689850454855e+01,8.540422114906287732e+01,1.254477699999999984e+01,1.745881399999999849e+04
2.242819089850454262e+01,8.640422114906287732e+01,1.253963399999999950e+01,1.739281399999999849e+04
2.243110489850455025e+01,8.740422114906287732e+01,1.253598599999999941e+01,1.741011000000000058e+04
2.243013589850454537e+01,8.840422114906287732e+01,1.253254800000000024e+01,1.734033799999999974e+04
2.243119589850454787e+01,8.940422114906287732e+01,1.252607399999999949e+01,1.735462500000000000e+04
2.243440789850454564e+01,9.040422114906287732e+01,1.252390499999999918e+01,1.731527000000000044e+04
2.243356489850454949e+01,9.140422114906287732e+01,1.251958300000000079e+01,1.730532400000000052e+04
2.243836089850454840e+01,9.240422114906287732e+01,1.251434000000000069e+01,1.726590799999999945e+04
2.243916089850454654e+01,9.340422114906287732e+01,1.250648499999999963e+01,1.726886300000000119e+04
2.243889389850454563e+01,9.440422114906287732e+01,1.250208899999999979e+01,1.721541999999999825e+04
2.244318089850455067e+01,9.540422114906287732e+01,1.250088500000000025e+01,1.722693799999999828e+04
2.244243089850454709e+01,9.640422114906287732e+01,1.249295299999999997e+01,1.713833599999999933e+04
2.244516089850454676e+01,9.740422114906287732e+01,1.249235000000000007e+01,1.716267399999999907e+04
2.244734089850454950e+01,9.840422114906287732e+01,1.248659299999999917e+01,1.711896700000000055e+04
2.244733589850454791e+01,9.940422114906287732e+01,1.248331400000000002e+01,1.708104100000000108e+04
2.244835889850454436e+01,1.004042211490628773e+02,1.247773600000000016e+01,1.706413000000000102e+04
2.244975889850454820e+01,1.014042211490628773e+02,1.247683800000000076e+01,1.705913699999999881e+04
2.244991089850454813e+01,1.024042211490628773e+02,1.247158199999999972e+01,1.704543000000000029e+04
2.245392389850454862e+01,1.034042211490628773e+02,1.246501300000000079e+01,1.698672000000000116e+04
2.245398489850455093e+01,1.044042211490628773e+02,1.245883099999999999e+01,1.696855900000000111e+04
2.245336689850454803e+01,1.054042211490628773e+02,1.245712999999999937e+01,1.696399799999999959e+04
2.245618089850454879e+01,1.064042211490628773e+02,1.244962899999999983e+01,1.696771500000000015e+04
2.245624389850454250e+01,1.074042211490628773e+02,1.244694999999999929e+01,1.691081799999999930e+04
2.245604089850454699e+01,1.084042211490628773e+02,1.243909400000000076e+01,1.690892799999999988e+04
2.245910789850454847e+01,1.094042211490628773e+02,1.243655700000000053e+01,1.683556000000000131e+04
2.246151589850455110e+01,1.104042211490628773e+02,1.242741400000000063e+01,1.684686100000000079e+04
2.246356789850455016e+01,1.114042211490628773e+02,1.242319799999999930e+01,1.678909800000000178e+04
2.246779089850454270e+01,1.124042211490628773e+02,1.242088799999999971e+01,1.681146900000000096e+04
2.246544089850454284e+01,1.134042211490628773e+02,1.241992399999999996e+01,1.678216999999999825e+04
2.246553589850454813e+01,1.144042211490628773e+02,1.241575899999999955e+01,1.672761300000000119e+04
2.246826089850454267e+01,1.154042211490628773e+02,1.240944200000000031e+01,1.671792599999999948e+04
2.247133089850454724e+01,1.164042211490628773e+02,1.240456000000000003e+01,1.671885499999999956e+04
2.247295589850454434e+01,1.174042211490628773e+02,1.239460700000000060e+01,1.664172499999999854e+04
2.247630089850454738e+01,1.184042211490628773e+02,1.239229399999999970e+01,1.664455700000000070e+04
2.247540889850454704e+01,1.194042211490628773e+02,1.238845700000000072e+01,1.659979000000000087e+04
2.247965789850454854e+01,1.204042211490628773e+02,1.238287399999999927e+01,1.657086500000000160e+04
2.248010789850454927e+01,1.214042211490628773e+02,1.237581100000000056e+01,1.654693200000000070e+04
2.247982589850455071e+01,1.224042211490628773e+02,1.237376500000000057e+01,1.656060199999999895e+04
2.248290489850455032e+01,1.234042211490628773e+02,1.237257499999999943e+01,1.649811300000000119e+04
2.248231089850455078e+01,1.244042211490628773e+02,1.236315800000000031e+01,1.647975800000000163e+04
2.248569089850455072e+01,1.254042211490628773e+02,1.235790700000000086e+01,1.642476399999999921e+04
2.248892789850454932e+01,1.264042211490628773e+02,1.235419100000000014e+01,1.640720899999999892e+04
2.249171689850454925e+01,1.274042211490628773e+02,1.234467899999999929e+01,1.640530700000000070e+04
2.248907289850454561e+01,1.284042211490628915e+02,1.234185399999999966e+01,1.634981099999999969e+04
2.249376889850454830e+01,1.294042211490628915e+02,1.233880000000000088e+01,1.634180899999999929e+04
2.249486689850454724e+01,1.304042211490628915e+02,1.233206999999999987e+01,1.629921899999999914e+04
2.249887689850454819e+01,1.314042211490628915e+02,1.232742600000000088e+01,1.623920800000000054e+04
2.250056689850454461e+01,1.324042211490628915e+02,1.232153300000000051e+01,1.617363999999999942e+04
2.250155089850454715e+01,1.334042211490628915e+02,1.232159000000000049e+01,1.617587399999999980e+04
2.250101289850454833e+01,1.344042211490628915e+02,1.231546999999999947e+01,1.614617300000000068e+04
2.250416789850454791e+01,1.354042211490628915e+02,1.230715499999999984e+01,1.611526499999999942e+04
2.250318089850454228e+01,1.364042211490628915e+02,1.229994499999999924e+01,1.608474099999999999e+04
2.250588789850454674e+01,1.374042211490628915e+02,1.229667800000000000e+01,1.606583200000000033e+04
2.250998089850454420e+01,1.384042211490628915e+02,1.229031499999999966e+01,1.599418900000000031e+04
2.251142289850454858e+01,1.394042211490628915e+02,1.228310800000000036e+01,1.596594100000000071e+04
2.251120089850454775e+01,1.404042211490628915e+02,1.228141899999999964e+01,1.593916699999999946e+04
2.251200089850454233e+01,1.414042211490628915e+02,1.227450499999999955e+01,1.594777700000000004e+04
2.251472089850454950e+01,1.424042211490628915e+02,1.227437699999999943e+01,1.587761299999999937e+04
2.251477589850454564e+01,1.434042211490628915e+02,1.226826600000000056e+01,1.583792100000000028e+04
2.251624089850454880e+01,1.444042211490628915e+02,1.226785500000000084e+01,1.582712600000000020e+04
2.251774789850454539e+01,1.454042211490628915e+02,1.225740700000000061e+01,1.579002299999999923e+04
